AnalysisType,NumNeighbors,NumPoints,NumDimensions,TimeMicroSeconds
Bucket,10,1000,1,3.97105
Bucket,10,1000,2,9.1897
Bucket,10,1000,3,21.0055
Bucket,10,1000,4,362.748
Bucket,10,1000,5,6708.44
Bucket,10,1000,6,125928
Bucket,10,1000,7,1.69056e+06
KD,10,1000,1,2.16028
KD,10,1000,2,9.82015
KD,10,1000,3,9.8263
KD,10,1000,4,6.92205
KD,10,1000,5,8.26045
KD,10,1000,6,15.6784
KD,10,1000,7,15.052
Quad,10,1000,2,5.65213
